Dataset,Station,Year,Month,Day,Depth (m),Latitude,Longitude,POP      (µmol L-1),PON (µmol L-1),POC (µmol L-1)
HOT,360,2004,12,21,149.4,22.75,-158,0.004508372,0.11680782,0.5635465
HOT,360,2004,12,21,174.1,22.75,-158,0.002562148,0.12400794,0.73789848
HOT,360,2004,12,21,199.6,22.75,-158,0.002562845,0.10046352,0.48181486
HOT,361,2005,2,2,4.7,22.75,-158,0.010338633,0.31527712,1.4535503
HOT,361,2005,2,2,25.6,22.75,-158,0.01064571,0.32653669,1.4330764
HOT,361,2005,2,2,45.3,22.75,-158,0.008393889,0.34394472,1.6685413
HOT,361,2005,2,2,75.3,22.75,-158,0.009315324,0.33985578,1.6788057
HOT,361,2005,2,2,100.1,22.75,-158,0.007475156,0.32870207,1.4028718
HOT,361,2005,2,2,126.1,22.75,-158,0.003892644,0.24380244,1.1370618
HOT,361,2005,2,2,151.4,22.75,-158,0.004508764,0.14448538,0.7173033
HOT,361,2005,2,2,174.3,22.75,-158,0.002562368,0.1178689,0.5124735
HOT,361,2005,2,2,199.6,22.75,-158,0.002255328,0.1045652,0.47156854
HOT,362,2005,3,5,4.8,22.75,-158,0.007062819,0.33676341,1.6684631
HOT,362,2005,3,5,25.5,22.75,-158,0.007062812,0.31322038,1.6786974
HOT,362,2005,3,5,45,22.75,-158,0.007782902,0.29493101,1.4951364
HOT,362,2005,3,5,75.5,22.75,-158,0.005530745,0.32774784,1.5875286
HOT,362,2005,3,5,99.7,22.75,-158,0.00706847,0.38620483,1.598089
HOT,362,2005,3,5,125.3,22.75,-158,0.004815517,0.22848089,0.98359488
HOT,362,2005,3,5,150.8,22.75,-158,0.00286923,0.1188681,0.655824
HOT,362,2005,3,5,174.9,22.75,-158,0.00256215,0.10351086,0.614916
HOT,362,2005,3,5,199.7,22.75,-158,0.002255156,0.083030751,0.39977769
HOT,363,2005,5,18,10.2,22.75,-158,-9999,0.32128543,1.7906035
HOT,363,2005,5,18,15,22.75,-158,0.007776343,-9999,-9999
HOT,363,2005,5,18,24.7,22.75,-158,0.006753259,0.33357005,-9999
HOT,363,2005,5,18,44.5,22.75,-158,0.009722861,0.4093836,2.2311406
HOT,363,2005,5,18,74.4,22.75,-158,0.010954286,0.34398504,2.0372923
HOT,363,2005,5,18,100.2,22.75,-158,0.010648238,0.29999362,1.3822231
HOT,363,2005,5,18,125.2,22.75,-158,0.0055292,0.2559815,1.3720608
HOT,363,2005,5,18,150,22.75,-158,0.004505829,0.18842557,1.0342925
HOT,363,2005,5,18,174.5,22.75,-158,0.006452712,0.14646632,0.8091496
HOT,363,2005,5,18,199.9,22.75,-158,-9999,0.10964012,0.60455766
HOT,364,2005,6,15,13.4,22.75,-158,0.009722623,0.29577243,2.0878054
HOT,364,2005,6,15,25,22.75,-158,0.010336673,0.30805333,2.1185063
HOT,364,2005,6,15,45.9,22.75,-158,0.013924401,0.36039626,2.5596325
HOT,364,2005,6,15,75.3,22.75,-158,0.019973031,0.34107791,2.2840953
HOT,364,2005,6,15,99.7,22.75,-158,0.014240759,0.34321252,1.9978042
HOT,364,2005,6,15,123.9,22.75,-158,0.008710307,0.35251125,2.3364118
HOT,364,2005,6,15,150.8,22.75,-158,-9999,0.17629398,1.0352146
HOT,364,2005,6,15,174.8,22.75,-158,0.002870241,0.14043678,0.8713231
HOT,364,2005,6,15,200.8,22.75,-158,0.003896102,0.1127819,0.7382088
HOT,365,2005,7,17,5.1,22.75,-158,0.008695823,0.33044127,2.127919
HOT,365,2005,7,17,24.7,22.75,-158,-9999,0.34578684,2.4041393
HOT,365,2005,7,17,44.9,22.75,-158,0.008390256,0.34174947,2.2612764
HOT,365,2005,7,17,75,22.75,-158,-9999,0.33477737,2.2932762
HOT,365,2005,7,17,99.6,22.75,-158,-9999,0.29902669,1.9662029
HOT,365,2005,7,17,124.7,22.75,-158,-9999,0.29602559,1.7003546
HOT,365,2005,7,17,174.6,22.75,-158,0.002869353,0.13014566,0.83006289
HOT,366,2005,8,15,4.8,22.75,-158,0.011660889,0.26492721,1.9537103
HOT,366,2005,8,15,24.5,22.75,-158,0.013912487,0.24653746,1.7492907
HOT,366,2005,8,15,45.1,22.75,-158,0.011969942,0.27929866,2.0870669
HOT,366,2005,8,15,74.3,22.75,-158,0.010952627,0.29991773,1.944859
HOT,366,2005,8,15,99.9,22.75,-158,-9999,0.2775311,1.556632
HOT,366,2005,8,15,124.5,22.75,-158,0.006761139,0.29503152,1.7312614
HOT,366,2005,8,15,150.5,22.75,-158,0.008094419,0.18852824,1.2090398
HOT,366,2005,8,15,175.5,22.75,-158,0.00512432,0.12605827,0.80964256
HOT,368,2005,10,9,9.2,22.75,-158,0.010026351,0.3754766,2.6805141
HOT,368,2005,10,9,23.2,22.75,-158,0.007775537,0.36115324,2.3633541
HOT,368,2005,10,9,43,22.75,-158,0.010640219,0.3570612,2.4758972
HOT,368,2005,10,9,73.4,22.75,-158,0.010026468,0.39492007,3.0181715
HOT,368,2005,10,9,99.3,22.75,-158,0.013515612,0.32560338,1.7201688
HOT,368,2005,10,9,124.1,22.75,-158,0.006453827,0.25815308,1.5776022
HOT,368,2005,10,9,149.4,22.75,-158,0.00614841,0.17625442,1.1272085
HOT,368,2005,10,9,173.8,22.75,-158,0.003894989,0.12504963,0.72774787
HOT,368,2005,10,9,200.4,22.75,-158,0.003588141,0.12404714,0.7176281
HOT,369,2005,11,12,23.8,22.75,-158,0.008698348,0.31621052,2.1592369
HOT,369,2005,11,12,43,22.75,-158,0.007777346,0.29779048,2.0671367
HOT,369,2005,11,12,73.1,22.75,-158,0.006140022,0.29574439,2.046674
HOT,369,2005,11,12,98.8,22.75,-158,0.007475156,0.30105424,1.9660685
HOT,369,2005,11,12,123.8,22.75,-158,0.007067284,0.25093978,1.5773358
HOT,369,2005,11,12,149.2,22.75,-158,0.002561288,0.15367725,1.0552504
HOT,369,2005,11,12,173.8,22.75,-158,0.003278771,0.13729854,1.0143698
HOT,370,2005,12,13,5.8,22.75,-158,0.007778456,0.27838683,1.8627354
HOT,370,2005,12,13,25.1,22.75,-158,0.008392544,0.28452772,2.0571968
HOT,370,2005,12,13,45.7,22.75,-158,0.010951825,0.3244606,2.3234245
HOT,370,2005,12,13,74.8,22.75,-158,0.006448516,0.33777942,2.4463419
HOT,370,2005,12,13,98.8,22.75,-158,0.010952873,0.32449166,1.9449027
HOT,370,2005,12,13,124.9,22.75,-158,0.003277594,0.24377102,1.4646746
HOT,370,2005,12,13,152.6,22.75,-158,0.005532403,0.13728555,0.8196152
HOT,370,2005,12,13,175.2,22.75,-158,0.00225465,0.1024841,0.77887916
HOT,370,2005,12,13,200,22.75,-158,0.005535351,0.10148143,0.72779615
HOT,371,2006,1,26,6.6,22.75,-158,0.010956393,0.29694898,1.7816939
HOT,371,2006,1,26,24.8,22.75,-158,0.007782142,0.29797411,1.986494
HOT,371,2006,1,26,46.3,22.75,-158,0.012595557,0.30516064,1.6691673
HOT,371,2006,1,26,75.6,22.75,-158,0.008704315,0.30618706,2.048074
HOT,371,2006,1,26,98.1,22.75,-158,0.007782712,0.2846834,2.2528902
HOT,371,2006,1,26,125,22.75,-158,0.003891599,0.30415918,1.9970048
HOT,371,2006,1,26,150,22.75,-158,0.002868082,0.22637362,1.4135547
HOT,371,2006,1,26,172.8,22.75,-158,0.003893324,0.12704532,0.94259428
HOT,371,2006,1,26,198.6,22.75,-158,-9999,0.14861253,1.5476201
HOT,372,2006,2,15,7.2,22.75,-158,0.007475477,0.28877872,1.8637492
HOT,372,2006,2,15,25.1,22.75,-158,0.006451427,0.22528792,1.5155733
HOT,372,2006,2,15,45.4,22.75,-158,0.008089884,0.32564345,2.1095142
HOT,372,2006,2,15,76,22.75,-158,0.004505763,0.29697073,1.8637473
HOT,372,2006,2,15,99.3,22.75,-158,0.005838356,0.28679644,1.7105359
HOT,372,2006,2,15,124.5,22.75,-158,0.003278669,0.19979388,1.1270424
HOT,372,2006,2,15,150.9,22.75,-158,0.002254714,0.10453674,0.6046733
HOT,372,2006,2,15,175.5,22.75,-158,0.001332829,0.08202024,0.6151518
HOT,373,2006,3,10,46.4,22.75,-158,0.009010769,0.30001764,1.9659859
HOT,373,2006,3,10,75.2,22.75,-158,0.004505472,0.24063318,1.6076345
HOT,373,2006,3,10,101.5,22.75,-158,0.003891747,0.27549474,1.7410448
HOT,373,2006,3,10,124.2,22.75,-158,0.004506586,0.24786221,1.495367
HOT,373,2006,3,10,148.6,22.75,-158,0.001946248,0.15672417,0.94239372
HOT,373,2006,3,10,174.9,22.75,-158,0.002254309,0.11886358,0.69678648
HOT,374,2006,4,2,24.2,22.75,-158,0.009006624,0.36128844,2.507526
HOT,374,2006,4,2,46,22.75,-158,0.011979104,0.36756395,2.4470135
HOT,374,2006,4,2,74.8,22.75,-158,0.017409887,0.34614952,2.1608742
HOT,374,2006,4,2,99.7,22.75,-158,0.014545259,0.25402987,1.5876867
HOT,374,2006,4,2,124.5,22.75,-158,0.008707052,0.16697052,0.85021797
HOT,374,2006,4,2,149.6,22.75,-158,0.005839416,0.17415803,0.95274687
HOT,374,2006,4,2,175.2,22.75,-158,0.007069657,0.18135208,1.024588
HOT,374,2006,4,2,198.7,22.75,-158,0.005123955,0.10350389,0.62512251
HOT,375,2006,5,27,9.3,22.75,-158,0.00972762,0.33483492,2.5394208
HOT,375,2006,5,27,25.3,22.75,-158,0.011571426,0.36967122,2.662452
HOT,375,2006,5,27,44.9,22.75,-158,0.012290712,0.33697035,2.5298382
HOT,375,2006,5,27,75,22.75,-158,0.010961818,0.28787579,-9999
HOT,375,2006,5,27,101.2,22.75,-158,0.01393607,0.400662,3.0946272
HOT,375,2006,5,27,125.2,22.75,-158,0.005533817,0.29411215,-9999
HOT,375,2006,5,27,150.4,22.75,-158,0.003279866,0.14451908,1.2504488
HOT,376,2006,6,14,7.8,22.75,-158,0.010945608,0.29461075,2.1891216
HOT,376,2006,6,14,15.3,22.75,-158,0.005830826,0.32939054,2.2607239
HOT,376,2006,6,14,25.5,22.75,-158,-9999,0.3774763,2.8131703
HOT,376,2006,6,14,35.7,22.75,-158,0.00808678,-9999,-9999
HOT,376,2006,6,14,45.3,22.75,-158,-9999,0.32867318,2.3754573
HOT,376,2006,6,14,75.5,22.75,-158,0.01259568,0.33690883,2.1197607
HOT,376,2006,6,14,100.2,22.75,-158,0.010652803,0.21100745,1.3316004
HOT,376,2006,6,14,125.4,22.75,-158,0.006763456,0.11067473,0.7173362
HOT,376,2006,6,14,174.9,22.75,-158,0.004510845,0.089191704,0.57410752
HOT,376,2006,6,14,200.9,22.75,-158,0.004204095,0.076904175,0.43066338
HOT,377,2006,7,13,9.1,22.75,-158,0.010027203,0.255796,1.7701083
HOT,377,2006,7,13,26,22.75,-158,0.011255024,0.36732306,2.4454098
HOT,377,2006,7,13,45.9,22.75,-158,0.012892156,0.36937051,2.51704
HOT,377,2006,7,13,76.3,22.75,-158,0.011568997,0.3695936,2.3342754
HOT,377,2006,7,13,100.6,22.75,-158,0.008397399,0.20891089,1.0138323
HOT,377,2006,7,13,125.8,22.75,-158,0.009321367,0.29500589,1.6286783
HOT,377,2006,7,13,151.2,22.75,-158,0.006146946,0.16084509,0.87081735
HOT,377,2006,7,13,175.9,22.75,-158,0.003893659,0.11783441,0.73774584
HOT,378,2006,8,9,7.5,22.75,-158,0.009307835,0.37947327,2.2400174
HOT,378,2006,8,9,25.8,22.75,-158,0.010023969,0.33447326,2.424164
HOT,378,2006,8,9,44.8,22.75,-158,0.015766043,0.44022067,2.8256024
HOT,378,2006,8,9,74.6,22.75,-158,0.021303277,0.39021868,2.6629096
HOT,378,2006,8,9,100.9,22.75,-158,0.010346592,0.36674057,2.04883
HOT,378,2006,8,9,125.9,22.75,-158,0.008709338,0.23566444,1.3217701
HOT,378,2006,8,9,150.5,22.75,-158,0.005841696,0.14450512,0.9223731
HOT,378,2006,8,9,174.8,22.75,-158,0.004817721,0.10968003,0.66628055
HOT,378,2006,8,9,200.7,22.75,-158,0.003280957,0.11073229,0.66644435
HOT,379,2006,9,16,5.6,22.75,-158,0.010025655,0.16879929,1.1150983
HOT,379,2006,9,16,25.6,22.75,-158,0.008695993,0.20256548,1.4220506
HOT,379,2006,9,16,45.7,22.75,-158,0.010639949,0.26599872,1.9847597
HOT,379,2006,9,16,76.2,22.75,-158,0.009317317,0.31228371,2.262777
HOT,379,2006,9,16,100.6,22.75,-158,0.007066649,0.30622145,1.812749
HOT,379,2006,9,16,125.5,22.75,-158,0.004507122,0.28784123,1.7311447
HOT,379,2006,9,16,151,22.75,-158,0.002868586,0.12806187,0.78886115
HOT,379,2006,9,16,177.5,22.75,-158,0.002561808,0.089150901,0.55335042
HOT,379,2006,9,16,201.8,22.75,-158,0.002562245,0.077892248,0.4612041
HOT,380,2009,10,21,8.1,22.75,-158,0.00971945,0.3560388,2.639598
HOT,380,2009,10,21,25.3,22.75,-158,0.01064024,0.3836625,2.956759
HOT,380,2009,10,21,45.8,22.75,-158,0.012892043,0.38062222,2.8751302
HOT,380,2009,10,21,74.7,22.75,-158,0.010646917,0.3583097,2.3955563
HOT,380,2009,10,21,97.3,22.75,-158,0.005837444,0.28470341,1.7717155
HOT,380,2009,10,21,125.3,22.75,-158,0.005531949,0.17722726,1.1678559
HOT,380,2009,10,21,151.8,22.75,-158,0.00389345,0.12090186,0.69672256
HOT,380,2009,10,21,172.6,22.75,-158,0.002868995,0.09221769,0.56355255
HOT,380,2009,10,21,200.9,22.75,-158,0.002869297,0.097351155,0.54311697
HOT,381,2006,11,9,8.8,22.75,-158,0.011970738,0.31512712,2.1895196
HOT,381,2006,11,9,25.8,22.75,-158,0.008389756,0.2619241,1.8825794
HOT,381,2006,11,9,45,22.75,-158,0.005115745,0.32331508,2.4453261
HOT,381,2006,11,9,75.2,22.75,-158,0.007778136,0.28451604,1.9752373
HOT,381,2006,11,9,100.5,22.75,-158,0.005120265,0.28878295,1.6896875
HOT,381,2006,11,9,125.2,22.75,-158,0.003892374,0.14340326,0.89114883
HOT,381,2006,11,9,151.5,22.75,-158,0.002868726,0.10040541,0.62497245
HOT,381,2006,11,9,176.3,22.75,-158,0.002254404,0.10144817,0.65582656
HOT,381,2006,11,9,201.5,22.75,-158,0.001639906,0.058421637,0.36897876
HOT,382,2006,12,10,7.7,22.75,-158,0.007779056,0.29580884,2.0164132
HOT,382,2006,12,10,24.7,22.75,-158,0.007471981,0.27124314,1.9242909
HOT,382,2006,12,10,46.7,22.75,-158,0.00511779,0.29376115,1.9447602
HOT,382,2006,12,10,75.7,22.75,-158,0.004810835,0.28967371,1.821976
HOT,382,2006,12,10,101.2,22.75,-158,0.003892519,0.30832845,1.8028507
HOT,382,2006,12,10,126.6,22.75,-158,0.005123105,0.20594882,1.3012687
HOT,382,2006,12,10,152,22.75,-158,0.002562153,0.21829539,1.1068499
HOT,382,2006,12,10,176.9,22.75,-158,0.00256301,0.095343972,0.54335812
HOT,382,2006,12,10,200.9,22.75,-158,0.002563835,0.091272526,0.49225632
HOT,383,2007,2,7,4.7,22.75,-158,0.005119305,0.28770494,1.8429498
HOT,383,2007,2,7,24.9,22.75,-158,0.007474178,0.2866808,2.150106
HOT,383,2007,2,7,44.7,22.75,-158,0.007064634,0.23241622,1.9760498
HOT,383,2007,2,7,75.2,22.75,-158,0.006143232,0.27132608,1.6996275
HOT,383,2007,2,7,100,22.75,-158,0.009010364,0.2457372,1.7099213
HOT,383,2007,2,7,125.2,22.75,-158,0.005121455,0.22431973,-9999
HOT,383,2007,2,7,150.1,22.75,-158,0.002868981,0.10758678,0.63527432
HOT,383,2007,2,7,174.2,22.75,-158,0.002562413,0.093271815,0.52273215
HOT,383,2007,2,7,200.4,22.75,-158,0.001640354,0.08201768,0.39983619
HOT,384,2007,3,21,4.4,22.75,-158,0.005836065,0.30204194,2.2525162
HOT,384,2007,3,21,25.1,22.75,-158,0.008396316,0.26008101,2.0171638
HOT,384,2007,3,21,45.1,22.75,-158,0.010035082,0.32767616,2.5394902
HOT,384,2007,3,21,74.6,22.75,-158,0.002560395,0.24989455,1.7513102
HOT,384,2007,3,21,100.3,22.75,-158,0.013930602,0.26119879,2.0383749
HOT,384,2007,3,21,124.8,22.75,-158,0.0074795,0.23053252,1.3627034
HOT,384,2007,3,21,149,22.75,-158,0.004201614,0.16089109,0.9223056
HOT,384,2007,3,21,174.2,22.75,-158,0.00451026,0.097380605,0.54328127
HOT,384,2007,3,21,201.8,22.75,-158,0.004818858,0.073820808,0.52289739
HOT,385,2007,5,5,7.3,22.75,-158,0.003581669,0.29267352,2.046668
HOT,385,2007,5,5,24.5,22.75,-158,0.010642653,0.33155957,2.2615637
HOT,385,2007,5,5,44.9,22.75,-158,0.010335694,0.32337418,2.2206391
HOT,385,2007,5,5,74.5,22.75,-158,0.016790189,0.33375619,2.0578219
HOT,385,2007,5,5,100.2,22.75,-158,0.007065552,0.27545412,1.9967864
HOT,385,2007,5,5,125.1,22.75,-158,0.009012916,0.25707294,1.5055667
HOT,385,2007,5,5,149.9,22.75,-158,0.006453947,0.19976502,1.4342104
HOT,385,2007,5,5,174.1,22.75,-158,0.005533677,0.15986178,0.9427746
HOT,385,2007,5,5,200.6,22.75,-158,0.00328008,0.0902022,0.5125125
HOT,386,2007,7,8,6.3,22.75,-158,0.014529483,0.34686582,2.4249911
HOT,386,2007,7,8,24.9,22.75,-158,0.009720438,0.29877557,2.05664
HOT,386,2007,7,8,45,22.75,-158,0.017701827,0.36324558,2.6092289
HOT,386,2007,7,8,74.8,22.75,-158,0.010033083,0.21397086,1.2285408
HOT,386,2007,7,8,100.5,22.75,-158,0.012596086,0.19047739,1.024072
HOT,386,2007,7,8,125.2,22.75,-158,0.00676001,0.24991554,1.3520021
HOT,386,2007,7,8,149.7,22.75,-158,0.003278387,0.13011099,0.78886192
HOT,386,2007,7,8,175.6,22.75,-158,0.003279178,0.11579596,0.6148458
HOT,386,2007,7,8,199.7,22.75,-158,0.002562398,0.099421023,0.50222991
HOT,387,2007,8,4,6.7,22.75,-158,0.013195862,0.31915572,2.2299983
HOT,387,2007,8,4,24.8,22.75,-158,0.012582088,0.35393516,2.3834362
HOT,387,2007,8,4,45.2,22.75,-158,0.011968749,0.37133811,2.3221419
HOT,387,2007,8,4,75.4,22.75,-158,0.013505633,0.40516898,2.5067273
HOT,387,2007,8,4,100.4,22.75,-158,0.008701229,-9999,-9999
HOT,387,2007,8,4,124.4,22.75,-158,0.010959175,0.26424928,1.5465752
HOT,387,2007,8,4,150,22.75,-158,0.007479354,0.18749613,1.0860431
HOT,387,2007,8,4,175.8,22.75,-158,0.004509701,0.12914143,0.74820036
HOT,387,2007,8,4,199.8,22.75,-158,0.003588295,0.11072452,0.64589301
HOT,388,2007,9,3,25.8,22.75,-158,0.008081329,0.41838778,2.9665637
HOT,388,2007,9,3,45.7,22.75,-158,0.01677738,0.3815831,2.7621297
HOT,388,2007,9,3,75.8,22.75,-158,0.010953504,0.36852912,2.2623593
HOT,388,2007,9,3,100.4,22.75,-158,0.006451628,0.30619633,1.6794715
HOT,388,2007,9,3,126.1,22.75,-158,0.008400006,0.12702448,0.72731761
HOT,388,2007,9,3,150.6,22.75,-158,0.0042015,0.1116984,0.62510116
HOT,388,2007,9,3,175.4,22.75,-158,0.004817467,0.11274923,0.66624545
HOT,388,2007,9,3,200.7,22.75,-158,0.007074294,0.10355126,0.5843982
HOT,389,2007,10,2,4.5,22.75,-158,0.009309873,0.33761079,2.2507386
HOT,389,2007,10,2,24.8,22.75,-158,0.010332957,0.33147306,2.1177445
HOT,389,2007,10,2,44.3,22.75,-158,0.015448251,0.38467169,2.4451206
HOT,389,2007,10,2,75.7,22.75,-158,0.007777262,0.36532667,2.0773477
HOT,389,2007,10,2,99,22.75,-158,0.011260194,0.36953909,2.1292003
HOT,389,2007,10,2,126,22.75,-158,0.005837558,0.27651591,1.4952342
HOT,389,2007,10,2,149.7,22.75,-158,0.00747912,0.17007314,0.96306478
HOT,389,2007,10,2,176.9,22.75,-158,0.002869614,0.12913261,0.69690616
HOT,389,2007,10,2,204.2,22.75,-158,0.000615062,0.11686174,0.67656798
HOT,390,2007,12,2,5.8,22.75,-158,0.008390986,0.32029008,2.1284453
HOT,390,2007,12,2,24.8,22.75,-158,0.012280332,0.36022307,2.2616278
HOT,390,2007,12,2,44.5,22.75,-158,0.010643131,-9999,-9999
HOT,390,2007,12,2,74.7,22.75,-158,0.005526425,0.33772596,2.0877605
HOT,390,2007,12,2,100.2,22.75,-158,0.00808964,-9999,-9999
HOT,390,2007,12,2,124.9,22.75,-158,0.002868286,0.37390162,1.1780462
HOT,390,2007,12,2,150.9,22.75,-158,0.003893814,0.13013538,0.73777536
HOT,390,2007,12,2,175.8,22.75,-158,0.001639765,0.1547528,0.60466327
HOT,390,2007,12,2,202.4,22.75,-158,0.002562988,0.1230234,0.60486505
HOT,391,2007,12,21,7.5,22.75,-158,0.008085792,0.30807892,1.9446842
HOT,391,2007,12,21,25.4,22.75,-158,0.010337512,0.34390138,2.0982078
HOT,391,2007,12,21,46.5,22.75,-158,0.005117585,0.24155001,1.4533941
HOT,391,2007,12,21,76.1,22.75,-158,0.003582334,0.29068082,1.6274032
HOT,391,2007,12,21,98.9,22.75,-158,0.006448409,0.29478442,1.4943932
HOT,391,2007,12,21,125.9,22.75,-158,0.004812993,0.27751511,1.3312533
HOT,391,2007,12,21,149.4,22.75,-158,0.004814671,0.16697687,0.93220218
HOT,391,2007,12,21,174.7,22.75,-158,0.003893465,0.1280745,0.62500356
HOT,391,2007,12,21,200.7,22.75,-158,0.004816584,0.11170374,0.5124025
HOT,392,2008,1,30,6.9,22.75,-158,0.00675871,0.39937833,2.3143462
HOT,392,2008,1,30,25.8,22.75,-158,0.009318828,0.34305575,1.9968917
HOT,392,2008,1,30,44.8,22.75,-158,0.006144276,0.34203136,2.0992943
HOT,392,2008,1,30,75.8,22.75,-158,0.006451502,0.37070538,2.0788174
HOT,392,2008,1,30,100.2,22.75,-158,0.011264572,0.34408147,1.9252178
HOT,392,2008,1,30,124,22.75,-158,0.008707613,0.26839935,1.4034623
HOT,392,2008,1,30,148.6,22.75,-158,0.002254419,0.15473514,0.91201504
HOT,392,2008,1,30,173.9,22.75,-158,0.002254927,0.09224703,0.5124835
HOT,392,2008,1,30,199.9,22.75,-158,0.002255407,0.089191095,0.42032585
HOT,393,2008,2,24,7.7,22.75,-158,0.014232655,0.31844285,1.9557101
HOT,393,2008,2,24,26.5,22.75,-158,0.007782149,0.35224465,2.2322481
HOT,393,2008,2,24,44.4,22.75,-158,0.008089695,0.3072036,1.966103
HOT,393,2008,2,24,74.9,22.75,-158,0.004198806,0.3113261,1.9867521
HOT,393,2008,2,24,100.1,22.75,-158,0.008090485,0.29801659,1.9150894
HOT,393,2008,2,24,124.1,22.75,-158,0.004814403,0.29501021,1.7413797
HOT,393,2008,2,24,150.3,22.75,-158,0.004816132,0.17317582,1.0349561
HOT,393,2008,2,24,175.7,22.75,-158,0.001639888,0.09019384,0.512465
HOT,393,2008,2,24,200.4,22.75,-158,0.002255295,0.10148827,0.54332102
HOT,394,2008,5,28,25.9,22.75,-158,0.012894676,0.39400399,2.4663627
HOT,394,2008,5,28,45.6,22.75,-158,0.010952595,0.34086113,2.1393386
HOT,394,2008,5,28,75.9,22.75,-158,0.01003374,0.33172772,2.047702
HOT,394,2008,5,28,100.3,22.75,-158,0.009011306,0.27545923,1.6076988
HOT,394,2008,5,28,126.2,22.75,-158,0.006452277,0.1802541,0.91151219
HOT,394,2008,5,28,150.4,22.75,-158,0.003585187,0.1444318,0.73752408
HOT,394,2008,5,28,175.3,22.75,-158,0.001946902,0.10041913,0.5533299
HOT,394,2008,5,28,201.2,22.75,-158,0.002562403,0.097371295,0.53297972
HOT,395,2008,6,26,7.8,22.75,-158,0.01125564,0.34380864,2.6706564
HOT,395,2008,6,26,25.1,22.75,-158,0.006446399,0.35199387,2.4864683
HOT,395,2008,6,26,45.3,22.75,-158,0.006139434,0.33152944,2.5069356
HOT,395,2008,6,26,73.6,22.75,-158,0.00869873,0.29985034,2.149098
HOT,395,2008,6,26,99.5,22.75,-158,0.012286824,0.28259695,1.7815895
HOT,395,2008,6,26,124.3,22.75,-158,0.008398473,0.21917966,1.4748538
HOT,395,2008,6,26,150.6,22.75,-158,0.003893347,0.1229478,0.82989765
HOT,395,2008,6,26,175.1,22.75,-158,0.00286956,0.084037126,0.56366365
HOT,395,2008,6,26,200.2,22.75,-158,0.003587728,0.064579095,0.5740364
HOT,396,2008,7,26,6.1,22.75,-158,0.007468031,0.27621486,2.2915603
HOT,396,2008,7,26,24.4,22.75,-158,0.011253253,0.29769969,2.2097297
HOT,396,2008,7,26,45,22.75,-158,0.019955949,0.38172149,3.1110813
HOT,396,2008,7,26,74.4,22.75,-158,0.012898431,0.29993971,2.3954229
HOT,396,2008,7,26,99.7,22.75,-158,0.007782134,0.25394332,1.8328974
HOT,396,2008,7,26,125.5,22.75,-158,0.006452498,0.23454317,1.4646146
HOT,396,2008,7,26,149.6,22.75,-158,0.003278051,0.13112205,0.90146408
HOT,396,2008,7,26,173.9,22.75,-158,0.003278774,0.1147571,0.69673956
HOT,396,2008,7,26,200.4,22.75,-158,0.002869614,0.091212718,0.62516582
HOT,397,2008,8,17,7.7,22.75,-158,0.01227678,0.37546485,2.5269706
HOT,397,2008,8,17,24.6,22.75,-158,0.011662918,0.37546412,2.6395025
HOT,397,2008,8,17,45.9,22.75,-158,0.01197316,0.36942827,2.5276671
HOT,397,2008,8,17,76.2,22.75,-158,0.010954885,0.36959938,2.3957411
HOT,397,2008,8,17,100.8,22.75,-158,0.00778259,0.34202435,2.0173292
HOT,397,2008,8,17,124.8,22.75,-158,0.004813759,0.25912361,1.536306
HOT,397,2008,8,17,129.2,22.75,-158,0.000155684,0.91156915,-9999
HOT,397,2008,8,17,174.1,22.75,-158,0.002561168,0.14035198,0.73761624
HOT,397,2008,8,17,200.5,22.75,-158,0.003586538,0.1270659,0.655824
HOT,398,2008,10,11,6.3,22.75,-158,0.017700755,0.4327988,3.0490317
HOT,398,2008,10,11,25.1,22.75,-158,0.019951718,0.42359031,3.2638964
HOT,398,2008,10,11,45.8,22.75,-158,0.016473343,0.36630166,2.9058568
HOT,398,2008,10,11,75.4,22.75,-158,0.011978062,0.39926874,2.8153565
HOT,398,2008,10,11,100.1,22.75,-158,0.008704791,0.31030018,1.7716809
HOT,398,2008,10,11,124.8,22.75,-158,0.004814746,0.21000487,1.2702734
HOT,398,2008,10,11,149.5,22.75,-158,0.007479828,0.13217779,0.7684755
HOT,398,2008,10,11,175,22.75,-158,0.003894525,0.0532935,0.48169125
HOT,398,2008,10,11,200.3,22.75,-158,0.002255541,0.095347878,0.59464268
HOT,399,2008,12,1,7.1,22.75,-158,0.014227456,0.29785538,2.3234767
HOT,399,2008,12,1,23.3,22.75,-158,0.01125916,0.31320936,2.3439524
HOT,399,2008,12,1,43.7,22.75,-158,0.01320404,0.30911784,2.2825589
HOT,399,2008,12,1,74.5,22.75,-158,0.010955826,0.31536397,2.1502089
HOT,399,2008,12,1,98.8,22.75,-158,0.008706448,0.25709629,1.6491037
HOT,399,2008,12,1,123.6,22.75,-158,0.004815324,0.17109768,1.0757638
HOT,399,2008,12,1,150.6,22.75,-158,0.00358658,0.11886949,0.70706853
HOT,399,2008,12,1,175.1,22.75,-158,0.001947529,0.078926155,0.52275765
HOT,399,2008,12,1,200,22.75,-158,0.003588575,0.080999253,0.53315964
HOT,400,2009,1,21,7.4,22.75,-158,-9999,0.27547053,1.8842594
HOT,400,2009,1,21,24.1,22.75,-158,-9999,0.28161375,1.8740115
HOT,400,2009,1,21,44.8,22.75,-158,-9999,0.25089249,1.7306462
